주소,
경상북도 문경시 마성면 하내1길 32-146,
경상북도 봉화군 법전면 법전리 702-3,
경상북도 영천시 화남면 노방길 60-30,
광주 남구 칠석동 951-7,
전북 김제시 용지면 와룡리 331-3,
충남 부여군 남면 신홍리 500,
충청북도 충주시 살미면 내사2길 31-11,
경상북도 경주시 안강읍 피일안길 135,
경상북도 봉화군 명호면 청량로 1989-57,
충청남도 태안군 이원면 사관로 154-79,
강원 양양군 현북면 장리 산 188,
충남 천안시 동남구 동면 화덕리 528-3,
충청남도 공주시 탄천면 작은선덕길 35,
충청남도 천안시 서북구 성환읍 상령길 1-74,
경기도 양평군 지평면 광양마을길 80-103,
전라남도 순천시 송광면 월은길 44-74,
전라북도 고창군 성내면 조동리 719,
전라남도 신안군 지도읍 누동길 45-31,
강원도 홍천군 동면 공작산로 1921-70,
강원도 횡성군 우천면 경강로 3770-52,
경상남도 거창군 북상면 함덫길 65-45,
강원도 영월군 한반도면 광전리 산295,
경상북도 경주시 양남면 명주길 969,
충청남도 청양군 정산면 학암리 232,
충북 음성군 금왕읍 쌍봉리 산 41,
충남 예산군 고덕면 구만리 1140-4,
충청북도 괴산군 괴산읍 정용월곡길 60-103,
충청북도 괴산군 괴산읍 정용월곡길 60-125,
충청북도 괴산군 괴산읍 정용월곡길 60-129,
강원도 횡성군 우천면 오원소사1길 109,
충남 천안시 동남구 북면 은지리 329-14,
충남 천안시 동남구 북면 은지리 329-17,
충청북도 충주시 동량면 대전리3길 124,
경상북도 봉화군 법전면 한티로 38-120,
경상남도 함양군 휴천면 금반길 110-23,
울산광역시 울주군 삼동면 사촌신복로 177-36,
충청남도 금산군 금성면 화엄로 223-92,
충청북도 제천시 봉양읍 제원로11안길 120,
충청북도 충주시 소태면 주치길 471,
강원도 속초시 도문동 산321,
충청북도 충주시 주덕읍 당우리 산35-23,
충청남도 공주시 탄천면 견동산골1길 53,
충청북도 충주시 중앙탑면 감노로 2171,
강원 평창군 봉평면 덕거리 948,
경북 예천군 지보면 어신리 99-1,
경상남도 사천시 곤양면 모개골길 139-33,
경상남도 함양군 휴천면 금반길 110-25,
충청남도 서산시 지곡면 환성고라리길 102-25,
충청남도 서산시 팔봉면 호리2길 290-31,
전라남도 순천시 승주읍 선암사길 450-2,
강원도 홍천군 서면 도인촌길 182-2,
경상북도 경산시 남산면 성산로 368,
경상남도 양산시 물금읍 가촌서로 45 (양산코오롱하늘채),
강원도 화천군 상서면 영서로 7177-124,
강원도 횡성군 공근면 영서로상창5길 138,
충청남도 홍성군 장곡면 장곡길438번길 258-41,
경상북도 청송군 주왕산면 항리길 108-12,
경상남도 합천군 대양면 도리1길 67-82,
전라남도 고흥군 포두면 우주로 2096-113,
충청남도 예산군 광시면 운산2길 116-112,
경북 청도군 이서면 대전칠엽길 39-47,
경상북도 고령군 쌍림면 월막리 180,
경상북도 봉화군 물야면 오록3길 63-315,
경상남도 함안군 법수면 윤내리 478-2,
전라북도 무주군 무주읍 잠두길 9-81,
충청북도 괴산군 소수면 원소로신촌1길 148,
충청북도 옥천군 안내면 방하목로1길 26-108,
충청북도 제천시 청풍면 청풍호로40길 65-39,
경상남도 양산시 하북면 주남고개길 193,
경기도 여주시 점동면 점동로 246-123,
강원도 화천군 상서면 다파로 404-100,
충청남도 태안군 안면읍 수해길 157-115,
경상남도 고성군 개천면 가천3길 285-25,
강원 홍천군 서석면 수하리 465,
강원도 원주시 문막읍 대둔리 305,
경상북도 김천시 감천면 봉곡1길 42-142,
경상북도 문경시 산양면 경서로 508-42,
경상북도 상주시 중동면 간상2길 170-82,
경상북도 포항시 북구 기계면 기동지길525번길 146-20,
전남 영암군 군서면 해창리 64,
충북 단양군 매포읍 상시리 86-5,
충청북도 단양군 영춘면 별방만종로 429-41,
충청북도 보은군 마로면 대성1길 43-114,
충청북도 청주시 청원구 오창읍 중부로 1426-41,
경상남도 하동군 하동읍 선장길 119-24,
경상남도 진주시 내동면 신율길 210-60,
충북 증평군 증평읍 미암리 425-1,
충청북도 괴산군 장연면 미선로점말길 92,
충청북도 괴산군 칠성면 자연드림9길 23,
경상북도 봉화군 명호면 옥동길 29-134,
충남 논산시 양촌면 석서리 산 9-1,
충청북도 영동군 심천면 구탄리 52,
경기도 화성시 향남읍 동오1길 113-122,
경상남도 산청군 차황면 신차로2345번길 24,
경상남도 함안군 대산면 부목2길 124-242,
충청남도 공주시 이인면 달밭1길 133-47,
전라남도 영광군 염산면 오동길1길 333-26,
경상북도 경산시 진량읍 금박로 367-50,
전남 보성군 복내면 장천리 1149,
충청북도 괴산군 소수면 상경로새슬막길 43-35,
충청북도 단양군 어상천면 장장골길 42,
